CATALOGO_PRODUCTO_ID,NOMBRE,PRECIO,DESCRIPCION
567,Snowy egret,1710,"Restriction of Lower Esophagus, Percutaneous Endoscopic Approach"
568,Giant armadillo,445,"Insertion of Infusion Device into Thoracic Vertebral Disc, Open Approach"
569,"Trumpeter, dark-winged",2223,"Supplement Right Upper Extremity Bursa and Ligament with Synthetic Substitute, Percutaneous Endoscopic Approach"
570,"Pheasant, ring-necked",3645,"Extirpation of Matter from Left Abdomen Tendon, Percutaneous Endoscopic Approach"
571,Blue crane,3715,"Release Right Carotid Body, Open Approach"
572,Scaly-breasted lorikeet,3487,"Introduction of Other Gas into Spinal Canal, Via Natural or Artificial Opening"
573,Ringtail cat,997,"Repair Left Radial Artery, Open Approach"
574,Leopard,2196,"Revision of Drainage Device in Adrenal Gland, Open Approach"
575,"Antelope, four-horned",3540,"Excision of Left Lower Lung Lobe, Open Approach, Diagnostic"
576,Eastern indigo snake,4590,"Reposition Right Radius with External Fixation Device, Percutaneous Approach"
577,Burchell's gonolek,4298,"Insertion of Internal Fixation Device into Right Wrist Joint, Percutaneous Endoscopic Approach"
578,"Bear, polar",55,"Dilation of Cervix with Intraluminal Device, Percutaneous Endoscopic Approach"
579,"Cormorant, great",3227,"Inspection of Coccygeal Joint, External Approach"
580,Common melba finch,514,"Revision of Artificial Sphincter in Urethra, Percutaneous Endoscopic Approach"
581,Blue fox,513,"Bypass Ileum to Anus with Synthetic Substitute, Open Approach"
582,North American beaver,1600,"Fusion of 2 or more Cervical Vertebral Joints with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
583,"Pheasant, ring-necked",2196,"Drainage of Right Foot Skin, External Approach, Diagnostic"
584,Common waterbuck,2126,"Drainage of Left Abdomen Bursa and Ligament, Percutaneous Endoscopic Approach, Diagnostic"
585,Old world fruit bat (unidentified),3491,"Dilation of Celiac Artery, Bifurcation, with Two Intraluminal Devices, Open Approach"
586,"Falcon, peregrine",4931,"Supplement Right Hip Tendon with Autologous Tissue Substitute, Open Approach"
587,"Lark, horned",3152,"Bypass Left Ureter to Ileocutaneous with Synthetic Substitute, Percutaneous Endoscopic Approach"
588,"Cormorant, king",1086,"Repair Abdominal Aorta, Open Approach"
589,"Heron, grey",4842,"Measurement of Venous Pressure, Peripheral, Percutaneous Approach"
590,"Egret, great",4649,"Transfer Right Trunk Muscle with Skin, Percutaneous Endoscopic Approach"
591,"Grebe, little",2861,"Destruction of Left Colic Artery, Open Approach"
592,"Ringtail, common",4561,"Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach"
593,Arboral spiny rat,1562,"Excision of Brain, Percutaneous Approach, Diagnostic"
594,Silver-backed fox,1215,"Replacement of Left Thyroid Artery with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
595,"Turkey, common",1062,Ultrasonography of Right and Left Heart using Other Contrast
596,"White-eye, cape",757,"Drainage of Oculomotor Nerve with Drainage Device, Percutaneous Approach"
597,"Sheathbill, snowy",3799,"Replacement of Left Common Iliac Vein with Nonautologous Tissue Substitute, Open Approach"
598,"Ringtail, common",1023,"Insertion of Infusion Device into Fallopian Tube, Percutaneous Endoscopic Approach"
599,Woodrat (unidentified),4121,"Replacement of Greater Omentum with Nonautologous Tissue Substitute, Open Approach"
600,African bush squirrel,128,"Restriction of Right Innominate Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
601,"Weaver, lesser masked",2385,Fluoroscopy of Ileal Diversion Loop using Other Contrast
602,African black crake,1040,"Replacement of Right Peroneal Artery with Synthetic Substitute, Open Approach"
603,Paradoxure,3886,"Destruction of Left Lobe Liver, Open Approach"
604,"Crane, blue",773,"Repair Nasal Turbinate, Via Natural or Artificial Opening Endoscopic"
605,Honey badger,2835,"Removal of Synthetic Substitute from Left Lower Femur, Percutaneous Approach"
606,"Starling, greater blue-eared",2875,"Occlusion of Right Main Bronchus, Via Natural or Artificial Opening Endoscopic"
607,Common raccoon,2909,"Reposition Right Shoulder Joint with Internal Fixation Device, Percutaneous Approach"
608,"Glider, sugar",935,"Removal of External Fixation Device from Left Tarsal, External Approach"
609,"Starling, superb",170,"Measurement of Arterial Flow, Coronary, Percutaneous Approach"
610,Magellanic penguin,2250,"Extirpation of Matter from Duodenum, Open Approach"
611,American alligator,879,"Drainage of Left Brachial Artery, Percutaneous Approach, Diagnostic"
612,Australian brush turkey,4549,"Supplement Right Internal Carotid Artery with Nonautologous Tissue Substitute, Percutaneous Approach"
613,Masked booby,1707,"Repair Left Submaxillary Gland, Percutaneous Approach"
614,"Baboon, chacma",3009,"Bypass Upper Esophagus to Duodenum with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
615,Brush-tailed bettong,4490,"Dilation of Right Subclavian Artery, Bifurcation, with Intraluminal Device, Open Approach"
616,"Gull, swallow-tail",3442,"Bypass Right Femoral Artery to Lower Extremity Vein, Open Approach"
617,"Buffalo, american",630,"Chiropractic Manipulation of Lumbar Region, Extra-Articular"
618,Black kite,1280,"Restriction of Left Renal Artery, Open Approach"
619,Indian red admiral,4261,"Bypass Right Common Iliac Artery to Bilateral Internal Iliac Arteries, Percutaneous Endoscopic Approach"
620,"Wallaby, bennett's",3071,Fluency Assessment
621,Laughing dove,2707,"Drainage of Left Elbow Region, Open Approach"
622,Purple moorhen,1138,"Introduction of Nutritional Substance into Biliary and Pancreatic Tract, Via Natural or Artificial Opening Endoscopic"
623,Brown antechinus,4223,"Repair Right Upper Arm Muscle, Percutaneous Approach"
624,"Pigeon, wood",1997,"Inspection of Right Acromioclavicular Joint, Open Approach"
625,"Possum, ring-tailed",1989,"Insertion of Monitoring Device into Cerebral Ventricle, Percutaneous Endoscopic Approach"
626,Ornate rock dragon,2626,"Extirpation of Matter from Left Thumb Phalanx, Open Approach"
627,Pig-tailed macaque,338,"Revision of Infusion Device in Left Lung, External Approach"
628,"Deer, spotted",3451,"Removal of Synthetic Substitute from Left Metacarpal, Percutaneous Approach"
629,"Bear, polar",258,"Bypass Abdominal Aorta to Left Femoral Artery, Percutaneous Endoscopic Approach"
630,Black-collared barbet,3542,"Reposition Left Basilic Vein, Open Approach"
631,White spoonbill,2306,Removal of Brace on Right Finger
632,Eastern cottontail rabbit,1101,"Restriction of Left Common Iliac Artery with Branched or Fenestrated Intraluminal Device, One or Two Arteries, Open Approach"
633,"Langur, gray",1159,"Fusion of Right Sternoclavicular Joint, Open Approach"
634,Scarlet macaw,4306,"Extirpation of Matter from Left Foot Artery, Percutaneous Approach"
635,"Spoonbill, white",1763,"Drainage of Left Lower Leg, Percutaneous Approach"
636,Rufous-collared sparrow,4981,"Ultrasonography of Left Shoulder, Densitometry"
637,House sparrow,1435,"Restriction of Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
638,"Hare, arctic",4467,"Drainage of Left Hip Tendon with Drainage Device, Open Approach"
639,"Bushbaby, large-eared",2786,"Destruction of Left Spermatic Cord, Percutaneous Endoscopic Approach"
640,"Duiker, common",3860,"Introduction of Recombinant Bone Morphogenetic Protein into Bones, Open Approach"
641,Barasingha deer,2555,"Restriction of Left Common Iliac Artery with Extraluminal Device, Open Approach"
642,"Loris, slender",2590,"Destruction of Right Lacrimal Duct, Via Natural or Artificial Opening Endoscopic"
643,White-mantled colobus,3942,Computerized Tomography (CT Scan) of Bilateral Renal Arteries using Intravascular Optical Coherence
644,Sage hen,609,"Reposition Products of Conception, Ectopic, Percutaneous Endoscopic Approach"
645,"Nutcracker, clark's",3084,"Removal of Infusion Device from Left Carpal Joint, External Approach"
646,"Alligator, american",4399,"Removal of Extraluminal Device from Upper Vein, Percutaneous Approach"
647,"Crane, black-crowned",4987,"Drainage of Left Adrenal Gland, Percutaneous Endoscopic Approach"
648,"Tern, royal",2234,"Dilation of Face Artery with Three Drug-eluting Intraluminal Devices, Open Approach"
649,Fisher,4900,"Supplement Esophagogastric Junction with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
650,Asian openbill,3613,"Restriction of Abdominal Aorta, Bifurcation, Percutaneous Endoscopic Approach"
651,Sandhill crane,2528,"Removal of Nonautologous Tissue Substitute from Lower Bursa and Ligament, Percutaneous Endoscopic Approach"
652,"Cat, jungle",3557,"Occlusion of Left Lesser Saphenous Vein with Extraluminal Device, Open Approach"
653,"Crow, house",805,"Fragmentation in Peritoneal Cavity, Percutaneous Endoscopic Approach"
654,Chacma baboon,4954,"Replacement of Esophagus with Nonautologous Tissue Substitute, Via Natural or Artificial Opening"
655,Flying fox (unidentified),877,Magnetic Resonance Imaging (MRI) of Paranasal Sinuses using Other Contrast
656,Common boubou shrike,1472,"Bypass Left Internal Iliac Artery to Right Internal Iliac Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
657,African ground squirrel (unidentified),4504,Fluoroscopy of Right Temporomandibular Joint
658,Grey heron,1223,"Introduction of Other Diagnostic Substance into Nose, Via Natural or Artificial Opening"
659,"Pigeon, wood",3297,"Excision of Left Lower Femur, Percutaneous Endoscopic Approach, Diagnostic"
660,Puku,135,"Dilation of Left Foot Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Approach"
661,"Beaver, north american",3963,Motor Function Treatment of Neurological System - Upper Back / Upper Extremity using Orthosis
662,Golden brush-tailed possum,1123,"Removal of Nonautologous Tissue Substitute from Lower Muscle, Percutaneous Approach"
663,"Squirrel, european red",2701,"Insertion of External Heart Assist System into Heart, Percutaneous Approach"
664,"Macaw, green-winged",527,"Revision of Synthetic Substitute in Right Metacarpophalangeal Joint, Open Approach"
665,"Monitor, white-throated",1964,"Release Hymen, Open Approach"
666,Ibex,1272,"Removal of Infusion Device from Left Metacarpocarpal Joint, Open Approach"
667,"Baboon, yellow",2847,"Removal of Nonautologous Tissue Substitute from Left Acromioclavicular Joint, Open Approach"
668,"Skink, blue-tongued",799,"Drainage of Radial Nerve, Percutaneous Approach"
669,Large cormorant,2051,"Removal of Autologous Tissue Substitute from Left Metacarpal, Percutaneous Approach"
670,Columbian rainbow boa,4172,"Map Brain, Percutaneous Approach"
671,"Falcon, peregrine",1946,"Supplement Left Femoral Shaft with Synthetic Substitute, Open Approach"
672,Grizzly bear,2998,"Excision of Left Frontal Bone, Percutaneous Endoscopic Approach, Diagnostic"
673,"Echidna, short-beaked",4933,"Removal of Nonautologous Tissue Substitute from Left Knee Joint, Percutaneous Endoscopic Approach"
674,"Possum, pygmy",2925,"Fragmentation in Right Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
675,"Oryx, beisa",2472,"Drainage of Epiglottis, Via Natural or Artificial Opening, Diagnostic"
676,"Trotter, lily",4525,"Restriction of Right External Iliac Artery with Intraluminal Device, Open Approach"
677,"Hare, arctic",1579,"Extraction of Right Trunk Bursa and Ligament, Percutaneous Approach"
678,Black-crowned crane,2260,"Dilation of Middle Colic Artery with Four or More Intraluminal Devices, Open Approach"
679,"Starling, red-shouldered glossy",3571,"Excision of Acoustic Nerve, Percutaneous Approach"
680,"Booby, blue-faced",1996,"Repair Right Maxilla, External Approach"
681,Roe deer,4558,Removal of Splint on Right Foot
682,"Booby, blue-faced",927,"Supplement Left Inguinal Lymphatic with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
683,Roseat flamingo,4743,"Extirpation of Matter from Trachea, Open Approach"
684,Bush dog,4738,"Bypass Duodenum to Transverse Colon with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
685,Black-throated butcher bird,833,"Removal of External Fixation Device from Left Carpal Joint, Open Approach"
686,Red phalarope,4150,"Drainage of Right Abdomen Muscle, Open Approach, Diagnostic"
687,"Eagle, golden",2635,"Monitoring of Venous Pressure, Portal, Percutaneous Approach"
688,Horned puffin,3423,"Drainage of Right Lower Extremity Bursa and Ligament with Drainage Device, Open Approach"
689,"Lizard, mexican beaded",1027,"Revision of Intraluminal Device in Vas Deferens, Open Approach"
690,Bush dog,145,"Drainage of Vulva with Drainage Device, Open Approach"
691,Snowy egret,4716,Beam Radiation of Lung using Electrons
692,"Squirrel, indian giant",4757,"Bypass Superior Vena Cava to Left Pulmonary Vein with Synthetic Substitute, Open Approach"
693,Gray langur,4054,"Release Left Vertebral Artery, Percutaneous Endoscopic Approach"
694,Gray langur,2183,"Repair Left Knee Region, External Approach"
695,Common green iguana,2114,"Drainage of Middle Esophagus, Open Approach"
696,Yellow-billed stork,1232,Plain Radiography of Abdominal Aorta using Other Contrast
697,Little brown bat,674,"Supplement Colic Vein with Nonautologous Tissue Substitute, Open Approach"
698,Black-throated butcher bird,316,Fluoroscopy of Left Elbow using Other Contrast
699,"Hyena, striped",3016,"Dilation of Right Axillary Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach"
700,Great cormorant,2495,"Destruction of Right Orbit, Percutaneous Endoscopic Approach"
701,American marten,1405,"Release Right Toe Phalangeal Joint, External Approach"
702,"Dove, little brown",144,"Revision of Synthetic Substitute in Lower Bursa and Ligament, Percutaneous Approach"
703,Kori bustard,4301,"Supplement Upper Jaw with Synthetic Substitute, Percutaneous Endoscopic Approach"
704,"Albatross, galapagos",1011,"Supplement Sacrococcygeal Joint with Autologous Tissue Substitute, Percutaneous Approach"
705,"Flamingo, greater",4317,"Revision of Infusion Device in Right Hip Joint, External Approach"
706,"Pigeon, wood",3998,"Destruction of Lung Lingula, Open Approach"
707,Downy woodpecker,4937,Osteopathic Treatment of Abdomen using High Velocity-Low Amplitude Forces
708,"Heron, green",1613,"Revision of Intraluminal Device in Vas Deferens, Percutaneous Endoscopic Approach"
709,Pale white-eye,4495,Motor Function Assessment of Neurological System - Lower Back / Lower Extremity
710,"Crab, sally lightfoot",2070,"Excision of Left External Carotid Artery, Percutaneous Approach, Diagnostic"
711,"Pie, rufous tree",1712,"Drainage of Left Face Vein, Percutaneous Endoscopic Approach"
712,Flying fox (unidentified),2889,"Bypass Thoracic Aorta, Descending to Left Pulmonary Artery with Nonautologous Tissue Substitute, Open Approach"
713,"Bird, magnificent frigate",2580,Isotope Administration to Whole Body using Strontium 89 (Sr-89)
714,"Kangaroo, black-faced",3300,"Drainage of Uterine Supporting Structure, Percutaneous Approach, Diagnostic"
715,Red brocket,256,"Dilation of Hepatic Artery, Bifurcation, Percutaneous Endoscopic Approach"
716,Whip-tailed wallaby,2071,"Extirpation of Matter from Nasopharynx, Open Approach"
717,Emerald green tree boa,4174,"Replacement of Superior Mesenteric Vein with Autologous Tissue Substitute, Open Approach"
718,Jungle cat,1265,"Restriction of Esophageal Vein with Intraluminal Device, Percutaneous Approach"
719,"Monitor, water",1589,"Bypass Inferior Vena Cava to Superior Mesenteric Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
720,Cougar,3989,"Drainage of Left Fallopian Tube with Drainage Device, Open Approach"
721,Neotropic cormorant,4637,"Dilation of Large Intestine, Percutaneous Approach"
722,"Cardinal, black-throated",2472,"Repair Right Middle Lobe Bronchus, Open Approach"
723,"Pelican, brown",530,"Bypass Left Internal Iliac Artery to Left Internal Iliac Artery, Percutaneous Endoscopic Approach"
724,Striped hyena,4529,"Destruction of Right Adrenal Gland, Percutaneous Approach"
725,Small-spotted genet,553,"Repair Left Metatarsal-Phalangeal Joint, Percutaneous Approach"
726,"Alligator, mississippi",1465,"Transfer Vagus Nerve to Oculomotor Nerve, Percutaneous Endoscopic Approach"
727,Silver-backed jackal,3254,"Repair Hypoglossal Nerve, Open Approach"
728,Yellow-throated sandgrouse,1664,"Supplement Left Pulmonary Vein with Nonautologous Tissue Substitute, Open Approach"
729,Small-clawed otter,1232,"Revision of Extraluminal Device in Lymphatic, Percutaneous Endoscopic Approach"
730,"Rat, desert kangaroo",3776,"Occlusion of Right Large Intestine with Extraluminal Device, Open Approach"
731,"Eagle, bateleur",4962,Low Dose Rate (LDR) Brachytherapy of Pleura using Palladium 103 (Pd-103)
732,Civet (unidentified),491,"Dilation of Left Common Iliac Artery with Three Intraluminal Devices, Percutaneous Approach"
733,"Flicker, field",2264,"Removal of External Fixation Device from Left Toe Phalangeal Joint, Percutaneous Endoscopic Approach"
734,"Toucan, white-throated",3349,"Supplement Left Femoral Shaft with Nonautologous Tissue Substitute, Open Approach"
735,Honey badger,596,"Dilation of Right Subclavian Vein, Open Approach"
736,Asian elephant,4983,"Dilation of Intracranial Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach"
737,Verreaux's sifaka,1257,"Dilation of Innominate Artery with Two Intraluminal Devices, Percutaneous Endoscopic Approach"
738,North American red fox,1633,"Supplement Descending Colon with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
739,"Crow, pied",2210,Computerized Tomography (CT Scan) of Bilateral Hands and Wrists using Low Osmolar Contrast
740,Smith's bush squirrel,3994,"Removal of Drainage Device from Pituitary Gland, External Approach"
741,"Bulbul, black-eyed",1798,"Dilation of Descending Colon, Percutaneous Approach"
742,"Lizard, blue-tongued",3526,"Release Tongue, Percutaneous Approach"
743,"Legaan, water",3761,"Repair Right Radial Artery, Percutaneous Approach"
744,"Macaw, scarlet",821,"Extirpation of Matter from Left Humeral Shaft, Percutaneous Approach"
745,Pacific gull,3971,"Insertion of Internal Fixation Device into Right Acetabulum, Percutaneous Approach"
746,"Stork, woolly-necked",4468,"Reattachment of Right Thorax Tendon, Percutaneous Endoscopic Approach"
747,Blue peacock,201,"Replacement of Left Hip Tendon with Nonautologous Tissue Substitute, Open Approach"
748,White-nosed coatimundi,2632,"Supplement Bilateral Vas Deferens with Synthetic Substitute, Open Approach"
749,Feral rock pigeon,57,"Supplement Left Radius with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
750,"Flicker, field",3664,"Removal of Autologous Tissue Substitute from Left Radius, Percutaneous Endoscopic Approach"
751,"Otter, canadian river",821,Fluoroscopy of Aorta and Bilateral Lower Extremity Arteries using Low Osmolar Contrast
752,Black-footed ferret,2786,"Bypass Upper Esophagus to Stomach with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
753,Goanna lizard,4718,Low Dose Rate (LDR) Brachytherapy of Adrenal Glands using Other Isotope
754,Red-headed woodpecker,4006,"Revision of Drainage Device in Pituitary Gland, Percutaneous Approach"
755,"Zebra, plains",4342,"Drainage of Right Lower Eyelid, Open Approach"
756,Miner's cat,122,"Excision of Right Subclavian Artery, Percutaneous Approach, Diagnostic"
757,Bottle-nose dolphin,1617,"Removal of Intraluminal Device from Great Vessel, Open Approach"
758,"Creeper, black-tailed tree",2220,"Replacement of Left Ureter with Autologous Tissue Substitute, Via Natural or Artificial Opening"
759,"Gecko, barking",4250,"Revision of Synthetic Substitute in Cervicothoracic Vertebral Joint, Percutaneous Approach"
760,"Magpie, australian",590,"Reposition Right Pelvic Bone, Open Approach"
761,"Dragon, ornate rock",1629,"Drainage of Left Femoral Artery, Percutaneous Endoscopic Approach"
762,White-lipped peccary,4785,"Supplement Left Metatarsal with Autologous Tissue Substitute, Open Approach"
763,"Crane, wattled",2288,Fluoroscopy of Left Temporomandibular Joint
764,"Snake, eastern indigo",2036,"Dilation of Right Subclavian Artery with Two Drug-eluting Intraluminal Devices, Open Approach"
765,"Flycatcher, tyrant",4939,"Occlusion of Left Fallopian Tube with Intraluminal Device, Percutaneous Endoscopic Approach"
766,"Quail, gambel's",4757,High Dose Rate (HDR) Brachytherapy of Spinal Cord using Californium 252 (Cf-252)
767,"Bleu, blue-breasted cordon",4588,"Removal of Synthetic Substitute from Upper Artery, Percutaneous Approach"
768,"Cormorant, javanese",1013,"Supplement Accessory Pancreatic Duct with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
769,Adouri (unidentified),3652,"Revision of Nonautologous Tissue Substitute in Right Tarsal, External Approach"
770,Black-cheeked waxbill,2617,Stereotactic Gamma Beam Radiosurgery of Pineal Body
771,Southern screamer,4271,"Detachment at Right Hand, Complete 3rd Ray, Open Approach"
772,"Genet, small-spotted",1513,"Bypass Descending Colon to Rectum with Synthetic Substitute, Percutaneous Endoscopic Approach"
773,"Vulture, oriental white-backed",1738,"Repair Left Thyroid Gland Lobe, Percutaneous Approach"
774,Steenbok,564,"Drainage of Left Wrist Bursa and Ligament, Open Approach"
775,"Monitor, white-throated",2909,"Drainage of Right Spermatic Cord with Drainage Device, Open Approach"
776,"Waterbuck, defassa",804,"Revision of Autologous Tissue Substitute in Testis, Open Approach"
777,Black kite,3448,"Dilation of Right Axillary Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach"
778,"Francolin, swainson's",2086,"Replacement of Left Subclavian Artery with Synthetic Substitute, Open Approach"
779,Kafue flats lechwe,1946,"Bypass Lower Esophagus to Jejunum with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
780,Savannah deer (unidentified),4655,"Excision of Left Wrist Joint, Open Approach, Diagnostic"
781,Sloth bear,1891,"Occlusion of Left Internal Jugular Vein with Intraluminal Device, Percutaneous Approach"
782,Hudsonian godwit,1671,"Drainage of Left Acetabulum with Drainage Device, Open Approach"
783,"Fox, silver-backed",1149,"Release Left Lower Extremity Lymphatic, Open Approach"
784,Burmese brown mountain tortoise,3520,"Drainage of Right Seminal Vesicle with Drainage Device, Percutaneous Endoscopic Approach"
785,Southern lapwing,3879,"Release Left Lower Leg Tendon, External Approach"
786,Jabiru stork,456,"Replacement of Right Tarsal with Autologous Tissue Substitute, Percutaneous Approach"
787,Red-legged pademelon,4143,"Removal of Hearing Device from Left Inner Ear, Open Approach"
788,Amazon parrot (unidentified),1293,"Removal of Other Device from Lower Back, Open Approach"
789,"Deer, swamp",1313,"Replacement of Left Atrium with Zooplastic Tissue, Open Approach"
790,"Otter, oriental short-clawed",1735,"Introduction of Monoclonal Antibody into Peripheral Artery, Percutaneous Approach"
791,Black-winged stilt,3886,"Reattachment of Left Hip Tendon, Percutaneous Endoscopic Approach"
792,"Bird, pied butcher",1761,"Removal of Drainage Device from Prostate and Seminal Vesicles, Via Natural or Artificial Opening"
793,Zorilla,605,"Supplement Left Mandible with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
794,"Squirrel, african bush",3395,"Replacement of Left Ureter with Nonautologous Tissue Substitute, Open Approach"
795,"Rhinoceros, square-lipped",1433,"Revision of Drainage Device in Lumbar Vertebral Joint, External Approach"
796,Butterfly (unidentified),2226,"Bypass Bilateral Ureters to Ileocutaneous with Nonautologous Tissue Substitute, Open Approach"
797,Barking gecko,2498,"Revision of Drainage Device in Bladder, External Approach"
798,Smith's bush squirrel,1229,"Fusion of 2 or more Cervical Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Percutaneous Approach"
799,Klipspringer,3261,"Repair Left External Auditory Canal, External Approach"
800,African ground squirrel (unidentified),3584,"Occlusion of Right Femoral Vein with Intraluminal Device, Open Approach"
801,Yellow-throated sandgrouse,254,"Lower Joints, Resection"
802,"Macaque, rhesus",2182,"Excision of Celiac Artery, Percutaneous Endoscopic Approach"
803,Steller's sea lion,1094,"Bypass Coronary Artery, One Artery from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach"
804,Swainson's francolin,1081,"Bypass Jejunum to Cutaneous with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
805,Red-winged blackbird,4763,Planar Nuclear Medicine Imaging of Bone Marrow using Other Radionuclide
806,"Raven, cape",3588,"Removal of Synthetic Substitute from Pelvic Cavity, Percutaneous Approach"
807,Nubian bee-eater,1242,"Drainage of Glossopharyngeal Nerve, Percutaneous Endoscopic Approach"
808,Blue racer,3846,Fluoroscopy of Left Temporomandibular Joint using High Osmolar Contrast
809,Radiated tortoise,3621,"Revision of Infusion Device in Tracheobronchial Tree, Via Natural or Artificial Opening Endoscopic"
810,"Grenadier, common",4016,"Inspection of Urethra, Open Approach"
811,Red sheep,3165,"Supplement Right Toe Phalanx with Synthetic Substitute, Percutaneous Endoscopic Approach"
812,Common waterbuck,3106,"Alteration of Anterior Neck Subcutaneous Tissue and Fascia, Open Approach"
813,Glossy ibis,4192,"Division of Abducens Nerve, Percutaneous Endoscopic Approach"
814,Crested bunting,4480,"Dilation of Left Popliteal Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach"
815,Greylag goose,830,"Chiropractic Manipulation of Pelvis, Indirect Visceral"
816,"Gazelle, thomson's",849,"Bypass Jejunum to Anus, Via Natural or Artificial Opening Endoscopic"
817,Tawny eagle,610,"Excision of Right Metatarsal-Tarsal Joint, Percutaneous Approach, Diagnostic"
818,"Wapiti, elk,",1419,"Repair Right Lacrimal Duct, Open Approach"
819,Eastern quoll,3227,Removal of Splint on Left Lower Arm
820,Egyptian vulture,3527,"Reattachment of Left Ovary, Open Approach"
821,"Sloth, hoffman's",4762,"Division of Left Foot Muscle, Open Approach"
822,Black-footed ferret,1442,Change Brace on Back
823,"Eagle, bateleur",2129,"Insertion of External Fixation Device into Right Tarsal, Open Approach"
824,"Baboon, chacma",1417,"Bypass Abdominal Aorta to Left Internal Iliac Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
825,Black-backed jackal,1749,"Removal of Nonautologous Tissue Substitute from Right Eye, Via Natural or Artificial Opening Endoscopic"
826,"Phalarope, grey",3254,"Dilation of Right Subclavian Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach"
827,Grey phalarope,2997,"Drainage of Right Axillary Lymphatic, Open Approach"
828,Frog (unidentified),4262,"Excision of Splenic Vein, Percutaneous Approach"
829,Black-crowned night heron,3320,Removal of Splint on Right Upper Leg
830,Blacksmith plover,3326,"Excision of Aortic Lymphatic, Open Approach"
831,Llama,1190,"Restriction of Ileum, Via Natural or Artificial Opening"
832,"Sheep, stone",4986,"Destruction of Transverse Colon, Open Approach"
833,White-throated kingfisher,601,"Removal of Intraluminal Device from Kidney, Percutaneous Approach"
834,"Monitor, two-banded",1286,"Release Left Hip Muscle, External Approach"
835,"Nighthawk, common",3621,"Excision of Right Pelvic Bone, Percutaneous Endoscopic Approach"
836,Cattle egret,688,Planar Nuclear Medicine Imaging of Right Breast using Thallium 201 (Tl-201)
837,Llama,617,"Bypass Cecum to Ascending Colon with Nonautologous Tissue Substitute, Open Approach"
838,"Catfish, blue",4135,"Destruction of Bilateral Spermatic Cords, Percutaneous Approach"
839,White-lipped peccary,3394,"Repair Transverse Colon, Percutaneous Approach"
840,"Skunk, striped",4930,"Release Celiac Artery, Percutaneous Endoscopic Approach"
841,African ground squirrel (unidentified),2860,Computerized Tomography (CT Scan) of Spinal Cord using High Osmolar Contrast
842,"Cormorant, neotropic",872,"Bypass Right Femoral Artery to Bilateral Femoral Arteries, Percutaneous Endoscopic Approach"
843,Horned lark,3775,"Dilation of Left Temporal Artery with Three Intraluminal Devices, Percutaneous Approach"
844,"Gull, kelp",2081,"Dilation of Right Ventricle, Percutaneous Endoscopic Approach"
845,Lesser double-collared sunbird,196,"Destruction of Left Hypogastric Vein, Percutaneous Approach"
846,Horned puffin,2713,"Supplement Lower Gingiva with Synthetic Substitute, Percutaneous Approach"
847,"Deer, white-tailed",4652,"Supplement Face Artery with Autologous Tissue Substitute, Percutaneous Approach"
848,"Otter, brazilian",2185,"Occlusion of Right Internal Mammary Lymphatic with Intraluminal Device, Open Approach"
849,"Cat, miner's",2292,"Supplement Right Hypogastric Vein with Nonautologous Tissue Substitute, Percutaneous Approach"
850,Adouri (unidentified),840,"Insertion of Infusion Device into Right Lower Arm, Percutaneous Approach"
851,"Langur, hanuman",4063,"Removal of Liner from Right Hip Joint, Open Approach"
852,"Armadillo, giant",4490,"Release Left Elbow Joint, Percutaneous Endoscopic Approach"
853,Potoroo,2796,"Dilation of Left Colic Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach"
854,"Nighthawk, common",3238,"Supplement Skull with Synthetic Substitute, Open Approach"
